Manufacture,Device Model,Released Date,Released OS,Current Supported OS,Reference Source,Android One
Razer,Razer Phone 2,2018/10,,,https://www.gsmarena.com/razer_phone_2-9363.php,0
LG,Watch Urbane 2nd Edition,2016/03,,,https://www.gsmarena.com/lg_watch_urbane_2nd_edition_lte-7607.php,0
Motorola,X Pure Edition,2015/07,,,https://www.gsmarena.com/motorola_moto_x_style-7229.php,0
Motorola,DROID MAXX 2,2015/10,,,https://www.gsmarena.com/motorola_droid_maxx_2-7712.php,0
Motorola,Droid Mini,2013/08,,,https://www.gsmarena.com/motorola_droid_mini-5603.php,0
Motorola,Droid Turbo,2014/10,,,https://www.gsmarena.com/motorola_droid_turbo-6727.php,0
Motorola,Droid Turbo 2,2015/10,,,https://www.gsmarena.com/motorola_droid_turbo_2-7713.php,0
Motorola,Moto E 4th Generation,2017/06,,,https://www.gsmarena.com/motorola_moto_e4_(usa)-8665.php,0
LG,LG G8,2019/04,,,https://www.gsmarena.com/lg_g8_thinq-9540.php,0
Samsung,Galaxy Note Pro,2014/02,,,https://www.gsmarena.com/samsung_galaxy_note_pro_12_2-6048.php,0
LG,LG G Pad 7,2014/07,,,https://www.gsmarena.com/lg_g_pad_7_0-6352.php,0
LG,LG Arena 2,2019/09,,,https://www.phonearena.com/phones/LG-Arena-2_id11264,0
LG,Aristo 4+,2019/09,,,https://www.phonearena.com/phones/LG-Aristo-4+_id11260,0
LG,Flex 2,2015/01,,,https://www.gsmarena.com/lg_g_flex2-6916.php,0
LG,G Flex,2013/10,,,https://www.gsmarena.com/lg_g_flex-5806.php,0
LG,G Pad 10.1,2014/5,,,https://www.gsmarena.com/lg_g_pad_10_1-6354.php,0
LG,G Pad 10.1 LTE,2014/7,,,https://www.gsmarena.com/lg_g_pad_10_1_lte-7289.php,0
LG,G Pad 7.0,2014/06,,,https://www.phonearena.com/phones/LG-G-Pad-7.0_id8649,0
LG,G Pad 7.0 LTE,2014/08,,,https://www.gsmarena.com/lg_g_pad_7_0_lte-6554.php,0
LG,G Pad 8.3,2013/10,,,https://www.gsmarena.com/lg_g_pad_8_3-5673.php,0
LG,G Pad 8.3 LTE,2014/3,,,https://www.gsmarena.com/lg_g_pad_8_3_lte-6173.php,0
LG,G Pad F 8.0,2015/06,,,https://www.phonearena.com/phones/LG-G-Pad-F-8.0_id9414,0
LG,G Pad F2 8.0,2017/10,,,https://www.phonearena.com/phones/LG-G-Pad-F2-8.0_id10740,0
LG,G Pad X8.3,2015/05,,,https://www.phonearena.com/phones/LG-G-Pad-X-8.3_id9429,0
LG,G Vista,2014/08,,,https://www.gsmarena.com/lg_g_vista-6569.php,0
Samsung,Galaxy S5 Sport,2014/06,,,https://www.gsmarena.com/samsung_galaxy_s5_sport-6460.php,0
Samsung,Galaxy S4 mini,2013/05,,,https://www.phonearena.com/phones/Samsung-Galaxy-S4-mini_id7788,0
LG,K40,2019/04,,,https://www.gsmarena.com/lg_k40-9587.php,0
Samsung,Galaxy S4 Active,2013/12,,,https://www.gsmarena.com/samsung_galaxy_s4_active_lte_a-5889.php,0
ASUS,ASUS PadFone X,2014/07,,,https://www.gsmarena.com/asus_padfone_x-6519.php,0
Motorola,Moto G4 Play,2016/08,,,https://www.gsmarena.com/motorola_moto_g4_play-8104.php,0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
